name,category,code,prediction,correct_option,match
percorso qualita pesche nettarine gialle italia cal. a cat. i conad,ortofrutta frutta fresca,01.1.6.3,01.1.6.4,False,False
pesche bianche italia cal. b cat. i,ortofrutta frutta fresca,01.1.6.3,,False,False
f&v pesca percoca ct i cal aa al kg,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,False,False
pesche bianche cal.a italia i cat,ortofrutta frutta fresca,01.1.6.3,01.1.3.7,False,False
pesca bianca i  aa ita (saturnia),ortofrutta frutta fresca,01.1.6.3,01.1.7.2,False,False
pesche gialle cat.i cal.aa orig.italia,ortofrutta frutta fresca,01.1.6.3,01.1.6.5,False,False
pesche noci  it.i cat,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,True,False
pesca noce gialla i a ita,ortofrutta frutta fresca,01.1.6.3,01.2.1.0,False,False
pesche gialle b ces.ap.3x4 spa.ict,ortofrutta frutta fresca,01.1.6.3,,True,False
pesche gialle  conad pq italia i categoria,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,False,False
pesche bianche cat.i cal.a orig.spagna,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,False,False
f&v nettarine gialle it i b kg 1,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,False,False
f&v pesca tabacchiera ii scelta al kg,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,True,False
pesca tabacchiera cal.a italia ic*,ortofrutta frutta fresca,01.1.6.3,01.2.1.0,False,False
f&v pesche percoche gialle cl a al kg,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,False,False
conad cpq pesche gialle ct i cl aa al kg,ortofrutta frutta fresca,01.1.6.3,01.2.1.0,False,False
pesche tabacchiera cal.a it i cat,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,True,False
pesca percoca ct i cal aa al kg,ortofrutta frutta fresca,01.1.6.3,01.2.1.0,False,False
pesca gialla percoche cat.i cal.aa origine italia,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,False,False
f&v pesca bianca cti cl b al kg,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,False,False
pesca gialla i a ita cpq,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,False,False
pesche gialle b s.africa i cat,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,False,False
pesca b. i b ita cs.1kg(saturnia),ortofrutta frutta fresca,01.1.6.3,01.1.7.2,False,False
**pesche noci cal.aa/aaa rinfusa,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,False,False
conad cpq pesche gialle conf. kg.1,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,False,False
pesche gialle camp.800g valf.it.ict,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,True,False
pesche noci p.gialla cal.c it.i cat,ortofrutta frutta fresca,01.1.6.3,01.2.1.0,True,False
pesche percoche aaa italia i categoria,ortofrutta frutta fresca,01.1.6.3,01.1.7.1,False,False
conad cpq pesche bianche ct i cl a al kg,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,False,False
pesche tabacchiere saturnia sapori e dintorni italia i,ortofrutta frutta fresca,01.1.6.3,01.1.7.2,False,False
pesche gialle cat ii ita,ortofrutta frutta fresca,01.1.6.3,,True,False
giravolte fingerfood bocconcini di patate con speck e formaggio 170 g,formaggi e salumi salumi confezionati,01.1.2.5,01.1.7.9,False,False
conad verso natura veg zuppa toscana 620 g,ortofrutta verdure,01.1.9.1,01.1.7.9,False,False
colfiorito zuppa d'orzo e legumi 400 g,ortofrutta legumi e cereali,01.1.9.1,,True,False
conad verso natura veg minestrone di verdure 620 g,ortofrutta verdure,01.1.9.1,01.1.7.9,False,False
conad verso natura veg vellutata patate e porri con crostini croccanti 365 g,ortofrutta verdure,01.1.9.1,01.1.7.9,False,False
"bonduelle cereallegre farro alla mediterranea con ""feta dop"" 200 g",ortofrutta verdure,01.1.9.1,01.1.7.9,True,False
conad verso natura bio zuppa con farro biologica 300 g,ortofrutta legumi e cereali,01.1.9.1,,False,False
bonduelle cereallegre cous cous delizioso 200 g,ortofrutta verdure,01.1.9.1,,False,False
conad verso natura veg zuppa contadina 620 g,ortofrutta verdure,01.1.9.1,01.1.7.9,False,False
conad verso natura veg farro e orzo con verdure 200 g,ortofrutta verdure,01.1.9.1,01.1.7.9,False,False
conad verso natura veg cous cous 200 g,ortofrutta verdure,01.1.9.1,01.1.7.9,False,False
conad verso natura veg passato di verdure 620 g,ortofrutta verdure,01.1.9.1,01.1.7.9,False,False
conad verso natura veg vellutata zucca e carote con crostini croccanti 365 g,ortofrutta verdure,01.1.9.1,,False,False
bonduelle cereallegre riso venere sfizioso 200 g,ortofrutta verdure,01.1.9.1,01.1.1.1,False,False
patate cotte a vapore 500 g conad,ortofrutta verdure,01.1.9.1,01.1.7.5,False,False
dimmidisi le zuppe fresche vellutata di patate e porri 620 g,ortofrutta verdure,01.1.9.1,01.1.7.9,False,False
bonta di stagione le invernali vellutata di carciofi con patate 350 g,ortofrutta verdure,01.1.9.1,01.1.7.9,False,False
bonta di stagione le invernali zuppa di cicoria con patate e ceci 350 g,ortofrutta verdure,01.1.9.1,01.1.7.2,False,False
dimmidisi il burger fresco bocconcini con spinaci e patate 200 g,ortofrutta verdure,01.1.2.5,,False,False
pure' patate conformaggi bonta di stagione gr 420,ortofrutta verdure,01.1.9.1,01.1.7.9,False,False
vellutata patate e porri con crostini croccanti 365 g verso natura veg conad,ortofrutta verdure,01.1.9.1,01.1.7.9,False,False
bis patate e fagiolini cot.vap.250g,ortofrutta verdure,01.1.9.1,,False,False
patate cotta vapore tura 250g,ortofrutta verdure,01.1.9.1,01.1.7.9,False,False
patate cotte al forno 200g,ortofrutta verdure,01.1.9.1,01.1.7.9,False,False
"bonta di stagione le estive gazpacho con peperoni, pomodori e cetrioli 350 g",ortofrutta verdure,01.1.9.1,01.1.7.2,False,False
tris melanz/zucch/peper.grigl.200g,ortofrutta verdure,01.1.9.1,01.1.7.2,False,False
melanzane al forno tura 200g,ortofrutta verdure,01.1.9.1,01.1.7.2,False,False
dimmidisi il burger fresco con quinoa e zucchine grigliate 200 g,ortofrutta verdure,01.1.9.1,,True,False
zucchine cotta vapore tura 250g,ortofrutta verdure,01.1.9.1,01.1.7.2,False,False
zucchina grigliata riverfrut 250g,ortofrutta verdure,01.1.9.1,01.1.7.9,False,False
risotto c/zucch.e zafferano 200g,ortofrutta verdure,01.1.9.1,01.1.7.9,False,False
dimmidisi il burger fresco con quinoa e zucchine grigliate 2 x 100 g,ortofrutta verdure,01.1.2.5,,False,False
dimmidisi il mini burger fresco con piselli e spinaci 4 x 50 g,ortofrutta verdure,01.1.2.5,01.1.7.9,False,False
"dimmidisi il mini burger fresco con carote, piselli e miglio 4 x 50 g",ortofrutta verdure,01.1.2.5,,False,False
ceci farro riso piselli 250g p.pron,ortofrutta legumi e cereali,01.1.9.1,01.1.1.1,False,False
vellutata piselli it 180gr colfior,ortofrutta legumi e cereali,01.1.9.1,,False,False
misto carote piselli birolli 300g,ortofrutta verdure,01.1.9.1,01.1.7.9,False,False
vellutata di piselli e zucchine con ricotta bonta di stagione gr 350,ortofrutta verdure,01.1.9.1,,False,False
vellutata di piselli italia 180g,ortofrutta legumi e cereali,01.1.9.1,,False,False
vell.di pisel./zucch/ricot.bds 350g,ortofrutta verdure,01.1.9.1,01.1.7.9,False,False
vellutata di piselli gr.180 colf.,ortofrutta verdure,01.1.9.1,01.1.7.9,False,False
piselli saporiti 300g,ortofrutta verdure,01.1.9.1,01.1.7.9,False,False
cottin tavola ortaggi grigliati peperoni grigliati 250 g,ortofrutta verdure,01.1.9.1,01.1.7.9,False,False
cime di rapa e peperonc vapore 250g,ortofrutta verdure,01.1.9.1,01.1.7.9,False,False
peperone grigliato riverfrut 250g,ortofrutta verdure,01.1.9.1,01.1.7.9,False,False
peperoni al forno tura 200g,ortofrutta verdure,01.1.9.1,,False,False
"colfiorito rapidebonta orzo, farro, fagioli neri, lenticchie e kamut 250 g",ortofrutta legumi e cereali,01.1.9.1,01.1.7.9,False,False
dimmidisi le zuppe fresche pasta e fagioli 620 g,ortofrutta verdure,01.1.9.1,01.1.1.5,False,False
"colfiorito piatto fatto lenticchie, fagioli neri, orzo, farro, grano duro 250 g",ortofrutta legumi e cereali,01.1.9.1,01.1.7.9,True,False
nuova terra voglio riscoprire zuppa con fagioli rossi 160 g,ortofrutta legumi e cereali,01.1.9.1,,True,False
cicoria cotta vapore tura 250g,ortofrutta verdure,01.1.9.1,01.1.7.2,False,False
cicoria lessata la campagnola,ortofrutta verdure,01.1.9.1,01.1.7.9,False,False
zuppa di cicoria pat.ceci bds 350g,ortofrutta verdure,01.1.9.1,01.1.7.9,False,False
cicoria lessata la campagnola gr250,ortofrutta verdure,01.1.9.1,01.1.7.9,False,False
bonta di stagione riso & verdure carciofi e radicchio 300 g,ortofrutta verdure,01.1.9.1,01.1.7.9,False,False
risotto carciofi/radicchio bds 300g,ortofrutta verdure,01.1.9.1,01.1.7.1,False,False
spinaci al vapore 300g,ortofrutta verdure,01.1.9.1,01.1.7.1,False,False
spinaci cotta vapore tura 250g,ortofrutta verdure,01.1.9.1,,False,False
spinaci vapore birolli 300g,ortofrutta verdure,01.1.9.1,01.1.7.1,False,False
dimmidisi il burger fresco bocconcini con spinaci e patate 12 bocconcini 200 g,ortofrutta verdure,01.1.2.5,,False,False
dimmidisi il burger fresco con spinaci e patate 2 x 100 g,ortofrutta verdure,01.1.2.5,01.1.7.1,False,False
bietola cotta vapore tura 250g,ortofrutta verdure,01.1.9.1,,False,False
bietola lessata la campagnola,ortofrutta verdure,01.1.9.1,01.1.7.9,False,False
conad mix & gusta mozzarella pomodoro datterino crostini 135 g,ortofrutta verdure,01.1.9.1,01.1.1.5,False,False
"""vellutata pomodoro""""mutti"""" 550g.""",ortofrutta verdure,01.1.9.1,01.1.7.2,False,False
zuppa cavolo nero bio alce nero580g,ortofrutta verdure,01.1.9.1,01.1.7.9,False,False
bis cavolfiore/broccol.cot.vap.250g,ortofrutta verdure,01.1.9.1,01.2.1.0,False,False
cavoletti bruxel.c.vapore tura 250g,ortofrutta verdure,01.1.9.1,,False,False
zuppa cavolo nero alce nerobio 580g,ortofrutta verdure,01.1.9.1,,False,False
cottin tavola ortaggi al vapore tris di cavoli al vapore 250 g,ortofrutta verdure,01.1.9.1,,False,False
cavolfiore a vapore birolli 300g,ortofrutta verdure,01.1.9.1,01.1.7.9,False,False
il melograno cavolo verza pronto 450 g,ortofrutta verdure,01.1.9.1,,False,False
tris di cavoli al vapore  250g,ortofrutta verdure,01.1.9.1,,False,False
cavolini brux.vapore birolli 300g,ortofrutta verdure,01.1.9.1,01.1.7.9,False,False
cottin tavola ortaggi grigliati finocchi grigliati 230 g,ortofrutta verdure,01.1.9.1,01.1.7.9,False,False
finocchio grigliato riverfrut 230g,ortofrutta verdure,01.1.9.1,01.1.7.2,False,False
finocchi cotta vapore tura 250g,ortofrutta verdure,01.1.9.1,,False,False
finocchio a vapore birolli 300g,ortofrutta verdure,01.1.9.1,,False,False
dimmidisi le zuppe fresche vellutata di zucca e carote 620 g,ortofrutta verdure,01.1.9.1,,False,False
carote cotte a vapore 500 g conad,ortofrutta verdure,01.1.9.1,01.1.7.9,False,False
vellutata zucca e carote con crostini croccanti 365 g verso natura conad,ortofrutta verdure,01.1.9.1,01.1.7.2,False,False
passato zucca carote/zenz.bonta di,ortofrutta verdure,01.1.9.1,01.1.7.9,False,False
risotto agli asparagi 300g bds,ortofrutta verdure,01.1.9.1,01.1.7.4,False,False
vellutata agli asparagi 620 g verso natura conad,ortofrutta verdure,01.1.9.1,01.1.7.4,False,False
conad verso natura veg vellutata agli asparagi 620 g,ortofrutta verdure,01.1.9.1,01.1.7.1,False,False
bonta di stagione risotto agli asparagi 300 g,ortofrutta verdure,01.1.9.1,01.1.7.2,False,False
vellutata asparagi verso nat. 620gr,ortofrutta verdure,01.1.9.1,,False,False
vell.asparagi 620g conad v.n.veg,ortofrutta verdure,01.1.9.1,01.1.7.2,False,False
dimmidisi le zuppe fresche vellutata di asparagi 620 g,ortofrutta verdure,01.1.9.1,01.1.7.1,False,False
bonta di stagione le + buone vellutata agli asparagi 350 g,ortofrutta verdure,01.1.9.1,01.1.7.4,False,False
vellutata carciofi verso nat. 620gr,ortofrutta verdure,01.1.9.1,01.1.7.9,False,False
cottin tavola ortaggi grigliati carciofi grigliati 230 g,ortofrutta verdure,01.1.9.1,01.1.7.9,False,False
dimmidisi le zuppe fresche vellutata di carciofi 620 g,ortofrutta verdure,01.1.9.1,01.1.7.9,False,False
cottin tavola ortaggi al vapore carciofi al vapore 250 g,ortofrutta verdure,01.1.9.1,,False,False
vell.carciofi 620g conad v.n.veg,ortofrutta verdure,01.1.9.1,01.1.7.9,False,False
vellutata ai carciofi 620 g verso natura conad,ortofrutta verdure,01.1.9.1,,False,False
carciofi arrostiti 300g ita.icat,ortofrutta verdure,01.1.9.1,01.1.7.4,False,False
conad verso natura veg vellutata ai carciofi 620 g,ortofrutta verdure,01.1.9.1,01.1.7.9,False,False
carciofo a spicchi al vapore 250g,ortofrutta verdure,01.1.9.1,01.1.7.9,False,False
carciofi grigliati riverfrut 230g,ortofrutta verdure,01.1.9.1,01.1.7.9,False,False
bonta di stag.vel.carciofi/pat.350g,ortofrutta verdure,01.1.9.1,01.1.7.4,False,False
dimmidisi polenta fresca con funghi trifolati 350 g,ortofrutta verdure,01.1.9.1,01.1.7.2,False,False
nuova terra voglio riscoprire zuppa boscaiola con orzo e funghi porcini 180 g,ortofrutta legumi e cereali,01.1.9.1,,True,False
conad mix & gusta feta dop olive nere crostini 140 g,ortofrutta verdure,01.1.9.1,01.1.7.4,False,False
rolle' farcito di vitello,carne bovina,01.1.9.1,01.1.2.2,False,False
citterio sofficette petto di tacchino al forno 80 g,formaggi e salumi salumi confezionati,01.1.2.5,,False,False
casa modena teneroni l'originale 150 g,formaggi e salumi salumi confezionati,01.1.2.5,01.1.4.5,False,False
casa modena teneroni baby pjmasks 150 g,formaggi e salumi salumi freschi,01.1.2.5,01.1.2.3,False,False
casa modena teneroni con vitello 150 g,formaggi e salumi salumi freschi,01.1.2.5,01.1.2.3,False,False
"amadori cotoletta sottile 0,300 kg",carne avicunicola,01.1.2.5,01.1.2.2,True,False
alette di pollo,carne avicunicola,01.1.2.5,,False,False
casa modena teneroni spinaciotto 150 g,formaggi e salumi salumi freschi,01.1.2.5,01.1.7.1,False,False
conad tagliata di petti di pollo 350 g,carne confezionata,01.1.2.2,01.1.2.2,True,True
fesa di tacchino a fette .,carne avicunicola,01.1.2.2,01.1.2.2,True,True
conad verso natura bio petto di pollo biologico a fette circa 270 g,carne avicunicola,01.1.2.2,01.1.2.2,True,True
petto di pollo a fette .,carne avicunicola,01.1.2.2,01.1.2.2,True,True
pollo fuselli .,carne avicunicola,01.1.2.2,01.1.2.1,True,False
bocconcini di pollo,carne avicunicola,01.1.2.2,01.1.2.1,True,False
coscia di tacchino maschio,carne avicunicola,01.1.2.2,01.1.2.2,True,True
fuselli di pollo,carne avicunicola,01.1.2.2,01.1.2.2,True,True
cosciotti pollo confezione risparmio,carne avicunicola,01.1.2.2,01.1.2.1,True,False
petto di pollo intero .,carne avicunicola,01.1.2.2,01.1.2.2,True,True
pollo sottocosce .,carne avicunicola,01.1.2.2,,True,False
petto di pollo a fette,carne avicunicola,01.1.2.2,,True,False
bocconcini di tacchino,carne avicunicola,01.1.2.2,01.1.2.2,True,True
filettino di pollo intero,carne avicunicola,01.1.2.2,01.1.2.2,True,True
conad verso natura bio petto di pollo a fette sottili biologico circa 300 g,carne avicunicola,01.1.2.2,01.1.5.9,True,False
petto di pollo a fette sottili,carne avicunicola,01.1.2.2,01.1.2.2,True,True
ali di pollo non separate,carne avicunicola,01.1.2.2,01.1.2.2,True,True
sovracoscia di tacchino,carne avicunicola,01.1.2.2,01.1.2.2,True,True
carcassa di pollo,carne avicunicola,01.1.2.2,01.1.2.2,True,True
sovracoscia di pollo,carne avicunicola,01.1.2.2,01.1.5.9,True,False
tagliata di petti di pollo 350 g conad,carne confezionata,01.1.2.2,01.1.2.2,True,True
ossobuco di tacchino,carne avicunicola,01.1.2.2,01.1.2.2,True,True
petto di pollo intero,carne avicunicola,01.1.2.2,01.1.2.2,True,True
pollo busto intero,carne avicunicola,01.1.2.2,01.1.2.2,True,True
conad percorso qualita filetto di petto di pollo 400 g,carne avicunicola,01.1.2.2,01.1.2.2,True,True
fesa di tacchino a fette,carne avicunicola,01.1.2.2,01.1.2.2,True,True
"conad percorso qualita allevato senza uso di antibiotici bocconcini di petto di pollo 0,400 kg",carne avicunicola,01.1.2.2,01.1.2.2,True,True
"conad percorso qualita allevato senza uso di antibiotici petto di pollo a fette 0,250 kg",carne avicunicola,01.1.2.2,01.1.2.2,True,True
"conad percorso qualita allevato senza uso di antibiotici tagliata di petto di pollo 0,400 kg",carne avicunicola,01.1.2.2,01.1.2.2,True,True
"filetti di petto di pollo 0,400 kg percorso qualita conad",carne avicunicola,01.1.2.2,,True,False
"amadori tagliata di petto di pollo 0,280 kg",carne confezionata,01.1.2.2,01.1.2.2,True,True
petto di pollo a fette confezione risparmio,carne avicunicola,01.1.2.2,01.1.2.2,True,True
petto di pollo sottile,carne avicunicola,01.1.2.2,01.1.2.2,True,True
conad percorso qualita petto di pollo a fette sottili,carne avicunicola,01.1.2.2,01.1.2.2,True,True
percorso qualita petto di pollo a fette conad,carne avicunicola,01.1.2.2,01.1.2.2,True,True
conad percorso qualita petto di pollo a fette circa 200 g,carne avicunicola,01.1.2.2,01.1.2.2,True,True
"fileni bio bocconcini di petto di pollo bio 0,220 kg",carne avicunicola,01.1.2.2,01.1.5.9,True,False
petto di pollo a fette formato convenienza,carne avicunicola,01.1.2.2,01.1.2.2,True,True
conad verso natura bio petto di pollo a fette sottili biologico,carne avicunicola,01.1.2.2,01.1.5.9,True,False
petto di pollo intero conad percorso qualita',carne avicunicola,01.1.2.2,01.1.2.2,True,True
petto di pollo panato,carne avicunicola,01.1.2.2,01.1.2.2,True,True
petto di pollo a fette cpq,carne avicunicola,01.1.2.2,01.1.2.2,True,True
petto di pollo a meta,carne avicunicola,01.1.2.2,,True,False
percorso qualita petto di pollo intero conad,carne avicunicola,01.1.2.2,01.1.2.2,True,True
"rovagnati snello petto di pollo al forno 100,0 g",formaggi e salumi salumi confezionati,01.1.2.2,01.1.2.2,True,True
petto di pollo a fette conad bio,carne avicunicola,01.1.2.2,01.1.2.2,True,True
petto di pollo a fette sottile sfuso,carne avicunicola,01.1.2.2,01.1.2.2,True,True
conad verso natura bio petto di pollo biologico a fette,carne avicunicola,01.1.2.2,01.1.2.2,True,True
fesa tacchino fette confezione risparmio,carne avicunicola,01.1.2.2,01.1.7.9,True,False
conad percorso qualita allevato senza uso di antibiotici tagliata di petto di pollo 400 g,carne avicunicola,01.1.2.2,01.1.2.2,True,True
petto di pollo a fette sottile conad percorso qualita',carne avicunicola,01.1.2.2,,True,False
petto di pollo intero conf rispar,carne avicunicola,01.1.2.2,01.1.2.2,True,True
"conad percorso qualita allevato senza uso di antibiotici petto di pollo a fette 0,400 kg",carne avicunicola,01.1.2.2,01.1.2.1,True,False
petto di pollo premium alta qualita',carne avicunicola,01.1.2.2,01.1.2.2,True,True
petto di tacchino a fette,carne avicunicola,01.1.2.2,01.1.2.2,True,True
petto di pollo premium alta qualita' takeaway,carne avicunicola,01.1.2.2,01.1.2.2,True,True
conad percorso qualita petto di pollo a fette,carne avicunicola,01.1.2.2,01.1.2.2,True,True
"martini quandovuoi mini spiedini  petto di pollo 0,300 kg",carne confezionata,01.1.2.2,,True,False
petto di pollo intero cpq,carne avicunicola,01.1.2.2,01.1.2.2,True,True
percorso qualita petto di pollo a fette sottili conad,carne avicunicola,01.1.2.2,01.1.2.2,True,True
petto di pollo a fette conf risp,carne avicunicola,01.1.2.2,01.1.2.2,True,True
gallina a busto confezione,carne avicunicola,01.1.2.2,01.1.2.2,True,True
petto di tacchino a fette take away,carne avicunicola,01.1.2.2,,True,False
petto di pollo a fette conf risp takeaway,carne avicunicola,01.1.2.2,01.1.2.2,True,True
bocconcini di petto di tacchino,carne avicunicola,01.1.2.2,01.1.2.2,True,True
petto di pollo fette sottili take away,carne avicunicola,01.1.2.2,01.1.5.9,True,False
petto di pollo fette sottili al kg,carne avicunicola,01.1.2.2,,True,False
"bocconcini di petto di pollo 0,400 kg percorso qualita conad",carne avicunicola,01.1.2.2,01.1.2.2,True,True
"bocconcini di petto di pollo 0,400 kg allevato senza uso di antibiotici percorso qualita conad",carne avicunicola,01.1.2.2,01.1.2.2,True,True
conad percorso qualita petto di pollo a fette conv.,carne avicunicola,01.1.2.2,01.1.2.2,True,True
tagliata di petto di pollo 400 g percorso qualita conad,carne avicunicola,01.1.2.2,01.1.2.2,True,True
petto di pollo a fette famiglia conad percorso qualita,carne avicunicola,01.1.2.2,01.1.2.2,True,True
tagliata di petto di pollo 400 g allevato senza uso di antibiotici percorso qualita conad,carne avicunicola,01.1.2.2,01.1.2.2,True,True
"petto di pollo a fette 0,250 kg allevato senza uso di antibiotici percorso qualita conad",carne avicunicola,01.1.2.2,01.1.2.2,True,True
