Code,Description
12.3.2,Artículos para bebés: asientos para el coche
12.3.2,Artículos para bebés: portabebés delanteros
12.3.2,Artículos para bebés: portabebés de espalda
12.3.2,Artículos para bebés: correas
12.3.2,Artículos para bebés: andadores
12.3.2,Artículos para fumador: pipas
12.3.2,Artículos para fumador: encendedores
12.3.2,Artículos para fumador: pitilleras
12.3.2,Artículos para fumador: cortapuros
12.3.2,Artículos personales varios: gafas de sol
12.3.2,Artículos personales varios: bastones
12.3.2,Artículos personales varios: paraguas
12.3.2,Artículos personales varios: sombrillas
12.3.2,Artículos personales varios: abanicos
12.3.2,Artículos personales varios: llaveros
12.3.2,Artículos de funeraria: ataúdes
12.3.2,Artículos de funeraria: lápidas
12.3.2,Artículos de funeraria: urnas
12.3.2,Reparación de artículos de viaje y transporte de efectos personales
12.3.2,Reparación de artículos para bebés
12.3.2,Reparación de artículos para fumador
12.3.2,Reparación de artículos personales varios
12.3.2,Reparación de artículos de funeraria
12.3.2,Recargas de gas para encendedores
12.3.2,Termómetros de pared
12.3.2,Barómetros
12.4.0,Protección social
12.4.0,Hogares de jubilación para las personas de edad avanzada
12.4.0,Residencias para personas discapacitadas
12.4.0,Centros de rehabilitación que proporcionen ayuda a pacientes durante períodos largos de tiempo más bien que asistencia sanitaria y terapia de rehabilitación
12.4.0,Escuelas para personas incapacitadas donde el principal objetivo sea ayudar a los alumnos a superar su incapacidad
12.4.0,Servicios de limpieza del hogar para personas de edad incapacitadas
12.4.0,Programas de comidas para personas de edad incapacitadas
12.4.0,Guarderías para personas de edad incapacitadas
12.4.0,Servicios de guarderías para personas de edad incapacitadas
12.4.0,Servicios de vacaciones para personas de edad incapacitadas
12.4.0,Nodrizas
12.4.0,Casas cuna
12.4.0,Hogares de recreo para el cuidado de los niños
12.4.0,Servicios consultivos para las familias
12.4.0,Servicios de orientación para las familias
12.4.0,Servicios de arbitraje para las familias
12.4.0,Servicios de acogida para las familias
12.4.0,Servicios de adopción para las familias
12.5.1,Seguro de vida
12.5.1,Cargos por servicio de seguro de vida
12.5.1,Cargos por servicio de seguro de prestación en caso de fallecimiento
12.5.1,Cargos por servicio de seguro de educación
12.5.2,Seguro relacionado con la vivienda
12.5.2,Cargos por servicio pagados por los propietarios ocupantes de una vivienda contra incendio
12.5.2,Cargos por servicio pagados por los propietarios ocupantes de una vivienda contra robo
12.5.2,Cargos por servicio pagados por los propietarios ocupantes de una vivienda contra daños provocados por el agua
12.5.2,Cargos por servicio pagados por los inquilinos contra incendio
12.5.2,Cargos por servicio pagados por los inquilinos contra robo
12.5.2,Cargos por servicio pagados por los inquilinos contra daños provocados por el agua
12.5.3,Seguro relacionado con la salud
12.5.3,Cargos por servicio correspondientes al seguro de enfermedad
12.5.3,Cargos por servicio correspondientes al seguro de accidentes
12.5.4,Seguro relacionado con el transporte
12.5.4,Cargos por servicio correspondientes a seguros relacionados con el equipo de transporte personal
12.5.4,Cargos por servicio correspondientes al seguro de viaje y equipaje
12.5.5,Otros seguros
12.5.5,Cargos por servicio correspondientes a seguros de responsabilidad civil por lesiones a terceros
12.5.5,Cargos por servicio correspondientes a seguros de responsabilidad civil por daños a terceros
12.5.5,Cargos por servicio correspondientes a seguros de responsabilidad civil por daños a la propiedad
12.6.1,SIFMI
12.6.1,Servicios de intermediación financiera medidos indirectamente.
12.6.2,Otros servicios financieros n.e.p.
12.6.2,Costos reales de los servicios financieros de los bancos
12.6.2,Costos reales de los servicios financieros de las oficinas de correo
12.6.2,Costos reales de los servicios financieros de las cajas de ahorro
12.6.2,Costos reales de los servicios financieros de los bancos de cambio de divisas
12.6.2,Costos reales de los servicios financieros de instituciones financieras similares
12.6.2,Honorarios por servicio de agentes
12.6.2,Cargos por servicio de agentes
12.6.2,Honorarios por servicio de asesores de inversión
12.6.2,Cargos por servicio de asesores de inversión
12.6.2,Honorarios por servicio de consultores fiscales
12.6.2,Cargos por servicio de consultores fiscales
12.6.2,Honorarios por servicios similares
12.6.2,Cargos por servicios similares
12.6.2,Costos administrativos de los fondos privados de pensiones
12.6.2,Costos administrativos de servicios similares
12.7.0,Otros servicios n.e.p.
12.7.0,Honorarios por servicios de asesoramiento jurídico
12.7.0,Servicios de agencias de contratación de personal
12.7.0,Gastos en pompas fúnebres
12.7.0,Gastos en servicios de funerales
12.7.0,Pago por servicios de agentes inmobiliarios
12.7.0,Pago por servicios de viviendas
12.7.0,Pago por servicios de subastadores
12.7.0,Pago por servicios de operadores de ventas
12.7.0,Pago por servicios de otros intermediarios
12.7.0,Pago por fotocopias
12.7.0,Pago por otras reproducciones de documentos
12.7.0,Honorarios por la emisión de certificados de nacimiento
12.7.0,Honorarios por la emisión de certificados de matrimonio
12.7.0,Honorarios por la emisión de certificados de muerte
12.7.0,Honorarios por la emisión de otros documentos administrativos
12.7.0,Pago por noticias en la prensa
12.7.0,Pago por anuncios en la prensa
12.7.0,Pago por los servicios de grafólogos
12.7.0,Pago por los servicios de astrólogos
12.7.0,Pago por los servicios de detectives privados
12.7.0,Pago por los servicios de guardaespaldas
12.7.0,Pago por los servicios de agencias matrimoniales
12.7.0,Pago por los servicios de asesores de orientación matrimonial
12.7.0,Pago por los servicios de escribanos
12.7.0,Pago por los servicios de concesionarios de asientos
12.7.0,Pago por los servicios de concesionarios de retretes
12.7.0,Pago por los servicios de concesionarios de guardarropas
13.1.0,Vivienda
13.1.0,Vivienda
13.1.0,Tal como se especifica en la CFISFL
13.1.0,01.0.0
13.1.0,Corresponde a 04.1.1
13.1.0,Corresponde a 14.1.0
13.2.1,Productos farmacéuticos
13.2.1,"Productos farmacéuticos tal como se especifica en CFISFL, 02.1.1"
13.2.1,Productos farmacéuticos que corresponde a 06.1.1
13.2.1,Productos farmacéuticos que corresponde a 14.2.1
13.2.2,Otros productos médicos
13.2.2,"Productos médicos no clasificados en otros apartados, según CFISFL 02.1.2, correspondiente a las categorías 06.1.2 y 14.2.2"
13.2.3,Aparatos y equipo terapéuticos
13.2.3,"Aparatos terapéuticos especificados en CFISFL, 02.1.3, correspondiente a (06.1.3)"
13.2.3,"Equipo terapéutico especificado en CFISFL, 02.1.3, correspondiente a (14.2.3)"
13.2.4,Servicios médicos ambulatorios
13.2.4,"Servicios médicos ambulatorios tal como se especifica en CFISFL, 02.2.1"
13.2.4,Servicios médicos ambulatorios que corresponde a 06.2.1
13.2.4,Servicios médicos ambulatorios que corresponde a 14.2.4
13.2.5,Servicios dentales ambulatorios
13.2.5,"Servicios dentales ambulatorios especificados en CFISFL, 02.2.2, correspondientes a (06.2.2) y (14.2.5)"
13.2.6,Servicios paramédicos ambulatorios
13.2.6,"Servicios paramédicos ambulatorios especificados en CFISFL, 02.2.3, correspondiente a (06.2.3) y (14.2.6)"
13.2.7,Servicios hospitalarios
13.2.7,"Servicios hospitalarios tal como se especifica en CFISFL, 02.3.0"
13.2.7,Corresponde a 06.3.0
13.2.7,Corresponde a 14.2.7
13.2.8,Otros servicios de salud
13.2.8,Servicios de atención especial para adultos mayores
13.2.8,Servicios de atención especial para discapacitados
13.2.8,Servicios de atención especial para enfermos crónicos
13.3.1,Servicios recreativos y deportivos
13.3.1,Servicios recreativos
13.3.1,Servicios deportivos
13.3.2,Servicios culturales
13.3.2,"Servicios prestados por las bibliotecas, archivos, museos y establecimientos y sitios históricos"
13.3.2,Servicios prestados por las galerías de arte
13.3.2,Servicios prestados por las galerías de arte
13.3.2,"Servicios prestados por los jardines botánicos, zoológicos y reservas naturales o parques nacionales"
13.3.2,Servicios prestados por los arboretos
13.3.2,Servicios prestados por los acuarios
13.3.2,Servicios prestados por los centros de conservación de animales
13.3.2,Servicios prestados por los monumentos
13.3.2,Servicios prestados por los sitios arqueológicos
13.3.2,Servicios prestados por los centros culturales
13.3.2,Servicios prestados por las salas de conciertos y de espectáculos
13.3.2,Servicios prestados por los teatros
13.3.2,Servicios prestados por los estudios de grabación de música y de sonido
13.3.2,Servicios de producción de servicios de producción de programas de radio
13.3.2,Servicios de producción de programas de televisión
13.3.2,Servicios de producción de películas
13.3.2,Servicios de producción de grabaciones musicales y de sonido
13.3.2,Servicios de producción de grabaciones musicales y de sonido
13.3.2,Servicios de producción de grabaciones musicales y de sonido
13.3.2,Servicios de producción de grabaciones musicales y de sonido
13.3.2,Servicios de producción de grabaciones musicales y de sonido
13.3.2,Servicios de producción de grabaciones musicales y de sonido
13.4.1,Enseñanza preescolar y primaria
13.4.1,Enseñanza preescolar
13.4.1,Enseñanza primaria
13.4.2,Enseñanza secundaria
13.4.2,"Enseñanza secundaria tal como se especifica en CFISFL, 04.2.0"
13.4.2,Enseñanza secundaria que corresponde a 10.2.0
13.4.2,Enseñanza secundaria que corresponde a 14.4.2
13.4.3,"Enseñanza postsecundaria, no terciaria"
13.4.3,Enseñanza postsecundaria no terciaria tal como se especifica en CFISFL 04.3.0
13.4.3,Enseñanza postsecundaria no terciaria correspondiente a 10.3.0
13.4.3,Enseñanza postsecundaria no terciaria correspondiente a 14.4.3
13.4.4,Enseñanza terciaria
13.4.4,"Enseñanza terciaria tal como se especifica en CFISFL, 04.4.0 correspondiente a 10.4.0"
13.4.4,"Enseñanza terciaria tal como se especifica en CFISFL, 04.4.0 correspondiente a 14.4.4"
13.4.5,Enseñanza no atribuible a ningún nivel
13.4.5,"Enseñanza no atribuible a ningún nivel, tal como se especifica en CFISFL, 04.5.0, Corresponde a (10.5.0) y (14.4.5)"
13.4.6,Otros servicios educativos
13.4.6,"Servicios educativos relacionados con actividades deportivas y recreativas, como se especifica en CFISFL, 04.6.0"
13.4.6,"Servicios educativos relacionados con la formación y educación no especificados previamente, como se especifica en CFISFL, 04.7.0"
13.5.0,Protección social
13.5.0,"Protección social tal como se especifica en CFISFL, 05.1.0"
13.5.0,"Protección social tal como se especifica en CFISFL, 05.2.0"
13.5.0,Protección social que corresponde a 12.4.0
13.5.0,Protección social que corresponde a 14.5.0
13.6.1,Religión
13.6.1,"Religión tal como se especifica en CFISFL, 06.0.0."
13.6.2,"Partidos políticos, organizaciones laborales y profesionales"
13.6.2,"Partidos políticos tal como se especifica en CFISFL, 07.1.0"
13.6.2,"Organizaciones laborales tal como se especifica en CFISFL, 07.2.0"
13.6.2,"Organizaciones profesionales tal como se especifica en CFISFL, 07.3.0"
13.6.3,Protección ambiental
13.6.3,"Protección ambiental tal como se especifica en CFISFL, 08.1.0"
13.6.3,"Protección ambiental tal como se especifica en CFISFL, 08.2.0"
13.6.4,Servicios n.e.p.
13.6.4,Servicios n.e.p. tal como se especifica en CFISFL
13.6.4,"Servicios n.e.p. tal como se especifica en CFISFL, 09.1.0"
13.6.4,"Servicios n.e.p. tal como se especifica en CFISFL, 09.2.0"
14.1.0,Vivienda
14.1.0,Alquileres efectivos
14.1.0,Alquileres imputados
14.1.0,Gastos de conservación y reparación corrientes realizados por los hogares en relación a sus viviendas
14.1.0,Gastos de conservación y reparación corrientes realizados por los hogares en relación a sus viviendas realizados en el interior
14.1.0,Gastos de conservación y reparación corrientes realizados por los hogares en relación a sus viviendas realizados en el exterior
14.1.0,Servicios de conservación y reparación corrientes de la vivienda
14.1.0,Servicios de conservación y reparación corrientes de la vivienda realizados en el interior
14.1.0,Servicios de conservación y reparación corrientes de la vivienda realizados en el exterior
14.2.1,Productos farmacéuticos
14.2.1,"Productos farmacéuticos tal como se especifica en CFG, 07.1.1"
14.2.1,Productos farmacéuticos que corresponde a 06.1.1
14.2.1,Productos farmacéuticos que corresponde a 13.2.1
14.2.2,Otros productos médicos
14.2.2,"Productos médicos para tecnología médica - Tal como se especifica en CFG, 07.1.2."
14.2.2,Productos médicos para aparatos terapéuticos - Corresponde a (06.1.2)
14.2.2,Productos médicos para aparatos de diagnóstico - Corresponde a (13.2.2)
14.2.3,Instrumentos y equipo terapéuticos
14.2.3,Instrumentos terapéuticos
14.2.3,Equipo terapéutico
14.2.4,Servicios médicos ambulatorios
14.2.4,"Servicios médicos ambulatorios tal como se especifica en CFG, 07.2.1"
14.2.4,"Servicios médicos ambulatorios tal como se especifica en CFG, 07.2.2"
14.2.4,Servicios médicos ambulatorios que corresponde a 06.2.1
14.2.4,Servicios médicos ambulatorios que corresponde a 13.2.4
14.2.5,Servicios dentales ambulatorios
14.2.5,"Servicios dentales ambulatorios tal como se especifica en CFG, 07.2.3"
14.2.5,Corresponde a (06.2.2)
14.2.5,Corresponde a (13.2.5)
14.2.6,Servicios paramédicos ambulatorios
14.2.6,"Servicios paramédicos ambulatorios tal como se especifica en CFG, 07.2.4"
14.2.6,Corresponde a (06.2.3)
14.2.6,Corresponde a (13.2.6)
14.2.7,Servicios hospitalarios
14.2.7,"Servicio hospitalario tal como se especifica en CFG, 07.3.1"
14.2.7,"Servicio hospitalario tal como se especifica en CFG, 07.3.2"
14.2.7,"Servicio hospitalario tal como se especifica en CFG, 07.3.3"
14.2.7,"Servicio hospitalario tal como se especifica en CFG, 07.3.4"
14.2.7,Servicio hospitalario que corresponde a 06.3.0
14.2.7,Servicio hospitalario que corresponde a 13.2.6
14.2.8,Servicios de salud pública
14.2.8,"Servicios de salud pública tal como se especifica en CFG, 07.4.0"
14.3.1,Servicios recreativos y deportivos
14.3.1,Servicios recreativos
14.3.1,Servicios deportivos
14.3.2,Servicios culturales
14.3.2,Servicios culturales tal como se especifica en CFG 08.2.0 correspondiente a 09.4.2
14.3.2,Servicios culturales tal como se especifica en CFG 08.2.0 correspondiente a 13.3.2
14.4.1,Enseñanza preescolar y primaria
14.4.1,"Enseñanza preescolar, tal como se especifica en CFG, 09.1.1"
14.4.1,"Enseñanza primaria, tal como se especifica en CFG, 09.1.2"
14.4.1,Corresponde a 10.1.0
14.4.1,Corresponde a 13.4.1
14.4.2,Enseñanza secundaria
14.4.2,"Enseñanza secundaria tal como se especifica en CFG, 09.2.1"
14.4.2,"Enseñanza secundaria tal como se especifica en CFG, 09.2.2"
14.4.2,Enseñanza secundaria que corresponde a 10.2.0
14.4.2,Enseñanza secundaria que corresponde a 13.4.2
14.4.3,"Enseñanza postsecundaria, no terciaria"
14.4.3,"Enseñanza postsecundaria, no terciaria"
14.4.3,"Tal como se especifica en CFG, 09.3.0"
14.4.3,Corresponde a (10.3.0)
14.4.3,Corresponde a (13.4.3)
14.4.4,Enseñanza terciaria
14.4.4,"Enseñanza terciaria tal como se especifica en CFG, 09.4.1"
14.4.4,"Enseñanza terciaria tal como se especifica en CFG, 09.4.2"
14.4.4,Enseñanza terciaria que corresponde a 10.4.0
14.4.4,Enseñanza terciaria que corresponde a 13.4.4
14.4.5,Enseñanza no atribuible a ningún nivel
14.4.5,"Enseñanza no atribuible a ningún nivel, tal como se especifica en CFG, 09.5.0, Corresponde a (10.5.0)"
14.4.5,"Enseñanza no atribuible a ningún nivel, tal como se especifica en CFG, 09.5.0, Corresponde a (13.4.5)"
14.4.6,Servicios subsidiarios de educación
14.4.6,Servicios subsidiarios de educación especificados en CFG 09.6.0
14.5.0,Protección social
14.5.0,"Protección social tal como se especifica en CFG, 10.1.1"
14.5.0,"Protección social tal como se especifica en CFG, 10.1.2"
14.5.0,"Protección social tal como se especifica en CFG, 10.1.3"
14.5.0,"Protección social tal como se especifica en CFG, 10.1.4"
